,age,job,marital,education,balance,housing,duration,campaign,approval
3421,65.0,housemaid,married,primary,2179,yes,112.0,7,no
3422,39.0,self-employed,married,tertiary,1047,no,554.0,1,yes
3423,52.0,blue-collar,married,primary,36,no,109.0,2,no
3424,55.0,technician,married,secondary,-308,no,781.0,1,yes
3425,26.0,management,single,tertiary,1177,no,116.0,1,no
3426,40.0,self-employed,married,primary,2077,yes,363.0,1,no
3427,52.0,entrepreneur,married,secondary,0,no,82.0,2,no
3428,29.0,self-employed,married,tertiary,1,no,167.0,3,no
3429,41.0,blue-collar,married,primary,7735,yes,220.0,1,no
3430,30.0,technician,single,tertiary,1922,yes,546.0,1,no
3431,28.0,student,single,secondary,153,no,1124.0,2,yes
3432,26.0,blue-collar,married,secondary,2770,yes,141.0,1,no
3433,58.0,management,married,secondary,139,no,188.0,1,no
3434,29.0,management,single,tertiary,21,yes,107.0,4,no
3435,48.0,technician,married,secondary,178,yes,320.0,4,no
3436,35.0,blue-collar,married,secondary,444,yes,244.0,3,no
3437,26.0,services,single,secondary,209,yes,319.0,2,no
3438,49.0,blue-collar,married,unknown,3096,no,147.0,2,no
3439,34.0,admin.,married,secondary,5320,no,114.0,6,no
3440,32.0,services,married,secondary,4885,yes,400.0,2,no
3441,31.0,admin.,married,secondary,0,yes,79.0,3,no
3442,48.0,unemployed,married,primary,5462,no,29.0,4,no
3443,40.0,blue-collar,married,secondary,6767,yes,97.0,2,no
3444,42.0,technician,divorced,secondary,2974,yes,187.0,5,no
3445,48.0,technician,married,secondary,427,no,201.0,1,no
3446,38.0,services,married,secondary,8876,no,280.0,1,no
3447,53.0,management,married,tertiary,146,no,150.0,1,no
3448,59.0,retired,divorced,secondary,319,no,129.0,1,no
3449,28.0,unemployed,single,secondary,304,no,516.0,1,no
3450,41.0,blue-collar,married,primary,389,yes,127.0,2,no
3451,50.0,management,single,primary,766,no,174.0,2,no
3452,31.0,admin.,married,secondary,0,yes,82.0,5,no
3453,30.0,technician,single,secondary,3107,yes,1516.0,2,no
3454,59.0,admin.,divorced,secondary,174,yes,204.0,1,no
3455,33.0,technician,divorced,secondary,-305,no,109.0,1,no
3456,35.0,self-employed,married,secondary,670,no,378.0,1,no
3457,30.0,management,single,tertiary,6164,yes,152.0,11,no
3458,71.0,retired,married,secondary,2850,no,185.0,1,yes
3459,30.0,services,single,primary,79,yes,317.0,1,no
3460,24.0,services,married,secondary,110,yes,27.0,1,no
3461,34.0,technician,single,secondary,5039,no,205.0,6,no
3462,34.0,blue-collar,married,secondary,360,yes,46.0,1,no
3463,52.0,admin.,married,secondary,199,no,978.0,2,no
3464,33.0,self-employed,single,secondary,238,yes,45.0,5,no
3465,38.0,blue-collar,married,secondary,5092,yes,145.0,6,no
3466,41.0,admin.,divorced,secondary,1088,yes,138.0,1,no
3467,42.0,management,divorced,tertiary,221,yes,720.0,2,no
3468,38.0,blue-collar,divorced,secondary,889,no,362.0,1,no
3469,48.0,blue-collar,married,primary,750,yes,90.0,6,no
3470,34.0,technician,single,secondary,0,yes,214.0,1,no
3471,46.0,blue-collar,married,primary,1291,yes,142.0,3,no
3472,33.0,technician,married,secondary,1844,yes,241.0,3,no
3473,40.0,management,married,tertiary,89,yes,148.0,6,no
3474,36.0,admin.,married,secondary,4280,no,227.0,6,no
3475,32.0,technician,single,secondary,0,no,126.0,2,no
3476,33.0,blue-collar,married,secondary,625,yes,410.0,1,no
3477,55.0,technician,married,unknown,574,yes,243.0,2,no
3478,58.0,management,married,primary,320,yes,171.0,2,no
3479,25.0,technician,single,tertiary,468,yes,147.0,1,no
3480,47.0,services,married,secondary,440,yes,91.0,1,no
3481,40.0,unemployed,married,secondary,0,yes,332.0,1,no
3482,59.0,retired,married,secondary,5706,yes,471.0,2,no
3483,40.0,management,married,tertiary,7780,no,364.0,1,no
3484,30.0,management,married,secondary,-559,yes,98.0,1,no
3485,25.0,entrepreneur,single,tertiary,16874,yes,117.0,2,no
3486,58.0,retired,married,primary,1987,no,185.0,4,no
3487,39.0,entrepreneur,married,unknown,98,yes,59.0,3,no
3488,40.0,self-employed,married,tertiary,642,no,147.0,3,no
3489,38.0,blue-collar,married,secondary,526,yes,553.0,2,no
3490,66.0,management,single,tertiary,6483,no,275.0,1,no
3491,47.0,management,married,tertiary,2306,no,239.0,4,yes
3492,37.0,blue-collar,married,secondary,954,yes,402.0,9,no
3493,36.0,management,single,tertiary,-679,yes,172.0,1,no
3494,50.0,blue-collar,married,primary,-1,no,195.0,2,no
3495,76.0,retired,married,primary,2590,no,68.0,12,no
3496,58.0,management,single,tertiary,331,no,82.0,3,no
3497,42.0,admin.,married,secondary,4209,yes,57.0,6,no
3498,58.0,services,divorced,secondary,462,no,495.0,1,yes
3499,28.0,self-employed,single,tertiary,0,yes,479.0,1,no
3500,41.0,technician,married,secondary,0,no,141.0,2,no
3501,30.0,management,married,tertiary,151,no,82.0,4,no
3502,32.0,management,divorced,tertiary,883,yes,798.0,1,yes
3503,27.0,services,single,secondary,266,no,232.0,1,no
3504,48.0,management,married,tertiary,0,no,60.0,5,no
3505,36.0,technician,married,tertiary,491,yes,103.0,3,no
3506,54.0,management,married,tertiary,3,no,443.0,1,no
3507,36.0,blue-collar,married,secondary,198,yes,400.0,2,no
3508,52.0,housemaid,married,secondary,14363,no,132.0,1,no
3509,34.0,technician,divorced,secondary,0,yes,374.0,16,no
3510,43.0,technician,married,secondary,136,no,363.0,7,yes
3511,32.0,management,single,tertiary,28,no,111.0,2,no
3512,33.0,management,single,tertiary,335,no,130.0,4,no
3513,51.0,housemaid,married,unknown,174,no,308.0,3,no
3514,39.0,unemployed,married,secondary,270,yes,116.0,1,no
3515,44.0,management,single,tertiary,1206,no,160.0,2,no
3516,49.0,housemaid,divorced,primary,198,yes,205.0,3,no
3517,25.0,technician,married,tertiary,914,yes,185.0,2,no
3518,39.0,self-employed,married,secondary,31,yes,61.0,2,no
3519,54.0,technician,married,secondary,0,no,159.0,2,no
3520,32.0,management,single,tertiary,347,yes,213.0,1,no
3521,36.0,management,married,tertiary,860,yes,294.0,15,no
3522,54.0,technician,married,secondary,89,yes,140.0,3,no
3523,31.0,technician,married,secondary,0,yes,71.0,1,no
3524,45.0,services,married,secondary,0,no,47.0,7,no
3525,31.0,admin.,single,secondary,68,yes,570.0,2,no
3526,45.0,technician,married,secondary,-149,yes,287.0,2,no
3527,33.0,services,divorced,secondary,2411,yes,130.0,1,yes
3528,46.0,management,divorced,,225,yes,201.0,1,no
3529,43.0,unknown,single,tertiary,2731,no,11.0,7,no
3530,50.0,management,married,tertiary,112,yes,70.0,5,no
3531,44.0,management,divorced,tertiary,0,no,54.0,2,no
3532,42.0,services,married,secondary,3620,yes,22.0,16,no
3533,26.0,blue-collar,single,secondary,179,no,103.0,3,no
3534,47.0,admin.,single,secondary,1544,yes,104.0,1,no
3535,48.0,blue-collar,married,primary,199,no,29.0,2,no
3536,60.0,blue-collar,married,unknown,231,yes,57.0,2,no
3537,27.0,admin.,divorced,secondary,76,yes,236.0,1,no
3538,30.0,unemployed,single,tertiary,302,no,528.0,3,yes
3539,28.0,admin.,single,secondary,189,yes,68.0,2,no
3540,58.0,retired,married,primary,565,no,876.0,1,yes
3541,37.0,entrepreneur,married,tertiary,310,no,76.0,1,no
3542,36.0,services,married,secondary,1746,yes,99.0,1,no
3543,39.0,technician,married,secondary,6,yes,122.0,3,no
3544,52.0,unemployed,married,primary,-110,no,141.0,1,no
3545,55.0,retired,married,secondary,2749,yes,58.0,2,no
3546,30.0,management,single,tertiary,6495,no,78.0,3,no
3547,36.0,blue-collar,single,secondary,35,yes,435.0,3,no
3548,39.0,admin.,married,secondary,-650,no,123.0,2,no
3549,47.0,blue-collar,married,primary,292,no,210.0,3,no
3550,42.0,housemaid,single,primary,5774,yes,54.0,2,no
3551,42.0,management,married,secondary,2416,yes,138.0,4,no
3552,58.0,retired,married,secondary,35,no,336.0,7,no
3553,68.0,retired,married,secondary,19317,yes,249.0,1,yes
3554,43.0,technician,married,secondary,50,no,63.0,1,no
3555,44.0,blue-collar,married,secondary,-674,yes,257.0,1,no
3556,49.0,technician,married,tertiary,3726,no,875.0,2,yes
3557,57.0,retired,married,tertiary,1180,yes,191.0,2,no
3558,61.0,self-employed,divorced,tertiary,6610,no,481.0,2,yes
3559,36.0,admin.,single,secondary,319,yes,120.0,2,no
3560,31.0,blue-collar,married,secondary,1545,yes,207.0,1,no
3561,51.0,technician,married,tertiary,1315,no,303.0,2,no
3562,31.0,technician,single,tertiary,424,no,93.0,2,no
3563,56.0,blue-collar,married,primary,151,no,128.0,1,no
3564,30.0,technician,single,tertiary,-970,no,194.0,2,no
3565,38.0,services,married,secondary,-762,yes,408.0,2,no
3566,35.0,services,married,secondary,181,yes,5.0,3,no
3567,31.0,blue-collar,married,unknown,-120,yes,231.0,2,no
3568,39.0,admin.,divorced,secondary,1022,yes,20.0,3,no
3569,50.0,management,married,tertiary,78,yes,218.0,3,no
3570,39.0,technician,married,tertiary,209,no,36.0,2,no
3571,26.0,admin.,married,secondary,2469,no,136.0,8,no
3572,55.0,technician,married,secondary,0,no,336.0,1,no
3573,43.0,blue-collar,divorced,primary,328,no,192.0,1,no
3574,34.0,housemaid,married,tertiary,0,no,141.0,1,no
3575,51.0,self-employed,married,primary,307,yes,65.0,2,no
3576,31.0,management,married,tertiary,1384,yes,203.0,2,no
3577,32.0,management,married,tertiary,0,no,104.0,9,no
3578,53.0,technician,married,secondary,719,yes,230.0,1,no
3579,44.0,management,divorced,tertiary,0,no,71.0,1,no
3580,38.0,entrepreneur,married,tertiary,6704,yes,205.0,2,no
3581,47.0,self-employed,married,tertiary,4543,yes,162.0,1,no
3582,36.0,management,married,tertiary,0,yes,145.0,2,no
3583,30.0,management,single,tertiary,149,yes,220.0,2,no
3584,46.0,blue-collar,married,secondary,-1400,yes,309.0,3,no
3585,33.0,entrepreneur,married,secondary,-118,yes,421.0,3,no
3586,43.0,blue-collar,married,secondary,2160,no,261.0,1,yes
3587,38.0,management,married,tertiary,3452,no,132.0,2,no
3588,27.0,technician,single,secondary,842,no,273.0,1,no
3589,38.0,management,married,unknown,3576,no,349.0,2,yes
3590,41.0,unemployed,married,tertiary,1666,no,291.0,3,no
3591,29.0,technician,married,secondary,0,yes,83.0,6,no
3592,39.0,services,married,secondary,0,yes,793.0,2,no
3593,42.0,blue-collar,single,primary,1628,yes,119.0,1,no
3594,47.0,services,married,secondary,51,yes,312.0,1,no
3595,30.0,blue-collar,single,secondary,447,no,103.0,6,no
3596,34.0,admin.,married,secondary,396,yes,101.0,3,no
3597,45.0,housemaid,married,primary,4994,no,48.0,1,no
3598,43.0,admin.,married,secondary,3215,yes,228.0,3,no
3599,59.0,blue-collar,married,primary,2814,no,81.0,3,no
3600,50.0,technician,married,secondary,0,no,152.0,2,no
3601,39.0,blue-collar,married,secondary,293,yes,160.0,3,no
3602,36.0,technician,married,secondary,474,yes,59.0,1,no
3603,44.0,blue-collar,married,secondary,16178,yes,297.0,1,no
3604,36.0,technician,married,tertiary,0,no,147.0,2,no
3605,27.0,management,single,tertiary,88,no,143.0,1,no
3606,29.0,services,married,secondary,308,yes,75.0,1,no
3607,70.0,retired,married,secondary,1164,no,338.0,3,no
3608,44.0,management,married,tertiary,13893,no,29.0,2,no
3609,55.0,management,married,tertiary,0,yes,159.0,2,no
3610,36.0,technician,divorced,secondary,-435,yes,85.0,8,no
3611,28.0,technician,single,secondary,389,yes,15.0,7,no
3612,50.0,management,divorced,tertiary,356,no,198.0,2,no
3613,49.0,technician,married,secondary,2718,no,114.0,2,no
3614,71.0,retired,divorced,tertiary,261,no,1117.0,2,no
3615,31.0,admin.,single,secondary,757,no,343.0,2,no
3616,45.0,management,single,tertiary,16,no,59.0,2,no
3617,42.0,blue-collar,married,secondary,-422,no,31.0,1,no
3618,45.0,admin.,married,secondary,248,no,212.0,2,no
3619,47.0,technician,married,primary,145,yes,157.0,6,no
3620,60.0,retired,divorced,secondary,598,no,96.0,1,no
3621,35.0,management,married,tertiary,949,yes,245.0,2,no
3622,31.0,technician,single,tertiary,614,no,72.0,4,no
3623,33.0,blue-collar,married,primary,1209,yes,700.0,1,no
3624,50.0,self-employed,married,tertiary,202,yes,107.0,1,no
3625,51.0,blue-collar,married,secondary,1840,yes,312.0,3,no
3626,34.0,technician,married,secondary,114,yes,153.0,1,no
3627,56.0,services,married,secondary,-229,no,55.0,10,no
3628,29.0,services,married,secondary,182,yes,38.0,3,no
3629,31.0,blue-collar,married,secondary,401,no,96.0,3,no
3630,44.0,technician,divorced,unknown,759,yes,397.0,1,no
3631,55.0,retired,married,secondary,4194,no,208.0,3,no
3632,35.0,student,single,unknown,0,no,122.0,3,no
3633,36.0,technician,married,tertiary,629,yes,109.0,1,no
3634,54.0,retired,married,secondary,153,yes,74.0,1,no
3635,32.0,management,married,tertiary,553,yes,72.0,1,no
3636,36.0,management,divorced,tertiary,1057,no,383.0,2,no
3637,60.0,retired,married,secondary,78,yes,113.0,3,no
3638,32.0,technician,single,secondary,-28,no,400.0,1,no
3639,57.0,management,married,tertiary,929,no,387.0,8,no
3640,34.0,blue-collar,married,primary,428,yes,59.0,2,no
3641,27.0,student,single,secondary,268,yes,528.0,1,no
3642,52.0,management,single,tertiary,83,no,1223.0,6,yes
3643,45.0,admin.,divorced,unknown,998,yes,38.0,2,no
3644,58.0,admin.,single,secondary,2223,no,1139.0,2,no
3645,39.0,blue-collar,single,primary,6,yes,286.0,2,no
3646,48.0,blue-collar,single,secondary,312,yes,369.0,2,no
3647,36.0,management,single,secondary,0,no,333.0,5,no
3648,31.0,technician,single,secondary,691,yes,198.0,1,no
3649,41.0,management,married,tertiary,771,yes,106.0,8,no
3650,30.0,self-employed,single,secondary,192,no,423.0,1,no
3651,57.0,retired,married,tertiary,0,no,116.0,4,no
3652,29.0,admin.,single,secondary,1070,yes,30.0,1,yes
3653,29.0,services,divorced,secondary,84,yes,1101.0,2,yes
3654,30.0,management,single,tertiary,2,no,102.0,1,no
3655,44.0,management,married,tertiary,1242,yes,384.0,6,no
3656,33.0,student,single,unknown,5969,no,156.0,2,no
3657,56.0,admin.,divorced,secondary,3337,yes,99.0,3,no
3658,26.0,services,single,secondary,1347,no,280.0,6,yes
3659,52.0,technician,married,secondary,64,no,20.0,2,no
3660,32.0,management,single,secondary,249,yes,258.0,1,no
3661,36.0,technician,single,secondary,0,no,85.0,6,no
3662,26.0,blue-collar,married,secondary,128,no,355.0,1,no
3663,37.0,blue-collar,married,secondary,196,yes,66.0,3,no
3664,34.0,technician,married,secondary,351,yes,467.0,1,no
3665,26.0,services,single,secondary,5533,yes,582.0,2,no
3666,32.0,services,married,secondary,38,yes,744.0,1,yes
3667,30.0,management,single,tertiary,35,no,185.0,4,no
3668,27.0,technician,single,secondary,235,yes,13.0,5,no
3669,42.0,admin.,single,secondary,30,yes,98.0,1,no
3670,33.0,blue-collar,single,primary,92,yes,127.0,1,no
3671,37.0,blue-collar,married,secondary,67,no,45.0,2,no
3672,45.0,blue-collar,married,secondary,4022,yes,244.0,3,no
3673,36.0,entrepreneur,married,tertiary,3057,no,2769.0,4,yes
3674,39.0,management,single,tertiary,0,yes,561.0,4,no
3675,33.0,management,single,tertiary,349,no,182.0,1,no
3676,47.0,services,married,secondary,2322,no,618.0,1,no
3677,49.0,entrepreneur,married,secondary,167,yes,198.0,3,no
3678,46.0,management,divorced,secondary,558,no,126.0,6,no
3679,31.0,services,married,secondary,-230,yes,715.0,1,no
3680,43.0,unemployed,divorced,secondary,4094,yes,63.0,1,no
3681,30.0,blue-collar,single,secondary,239,yes,412.0,1,yes
3682,43.0,management,divorced,tertiary,497,no,66.0,1,no
3683,42.0,blue-collar,married,secondary,179,yes,96.0,1,no
3684,30.0,admin.,single,tertiary,305,no,633.0,1,yes
3685,33.0,management,single,tertiary,-67,yes,364.0,1,no
3686,41.0,admin.,married,secondary,4539,no,298.0,3,no
3687,29.0,blue-collar,single,secondary,770,yes,341.0,1,no
3688,38.0,unemployed,married,secondary,-673,yes,364.0,1,no
3689,29.0,technician,married,tertiary,858,yes,234.0,7,no
3690,80.0,housemaid,married,primary,0,no,639.0,1,yes
3691,38.0,management,single,tertiary,5244,no,310.0,4,no
3692,36.0,blue-collar,divorced,primary,117,yes,123.0,4,no
3693,38.0,self-employed,married,tertiary,846,no,253.0,1,no
3694,44.0,management,married,secondary,0,yes,96.0,2,no
3695,31.0,management,married,tertiary,1331,no,297.0,1,yes
3696,31.0,services,single,secondary,31,yes,501.0,2,no
3697,57.0,admin.,divorced,primary,179,yes,67.0,1,no
3698,37.0,blue-collar,married,primary,543,yes,281.0,1,no
3699,50.0,blue-collar,married,secondary,253,yes,475.0,2,no
3700,60.0,retired,married,primary,71188,no,205.0,1,no
3701,51.0,management,married,tertiary,5108,yes,272.0,1,no
3702,48.0,blue-collar,married,secondary,1738,yes,349.0,1,no
3703,42.0,blue-collar,married,primary,-97,yes,216.0,4,no
3704,36.0,blue-collar,married,secondary,199,yes,183.0,1,no
3705,43.0,management,married,tertiary,489,yes,130.0,1,no
3706,31.0,admin.,married,primary,355,yes,61.0,6,no
3707,49.0,technician,single,secondary,-97,yes,92.0,2,no
3708,35.0,management,divorced,tertiary,473,no,37.0,2,no
3709,44.0,entrepreneur,married,secondary,6649,yes,354.0,2,no
3710,34.0,self-employed,married,tertiary,263,no,203.0,1,no
3711,46.0,blue-collar,married,secondary,781,no,152.0,1,no
3712,49.0,blue-collar,married,primary,1032,yes,41.0,5,no
3713,32.0,blue-collar,married,secondary,119,no,20.0,5,no
3714,35.0,management,divorced,tertiary,434,yes,277.0,1,no
3715,51.0,admin.,married,secondary,2967,no,83.0,2,no
3716,57.0,retired,divorced,secondary,-331,yes,531.0,1,no
3717,59.0,management,married,tertiary,1585,no,91.0,5,no
3718,40.0,services,divorced,unknown,4384,yes,315.0,1,no
3719,49.0,management,single,tertiary,588,no,70.0,9,no
3720,51.0,management,married,secondary,3180,yes,384.0,1,no
3721,35.0,admin.,married,secondary,0,no,105.0,3,no
3722,29.0,self-employed,married,secondary,-76,yes,305.0,2,no
3723,32.0,services,single,secondary,152,yes,158.0,2,yes
3724,37.0,housemaid,divorced,secondary,1040,yes,199.0,1,no
3725,49.0,unemployed,married,primary,-384,yes,25.0,1,no
3726,45.0,technician,married,unknown,473,yes,147.0,1,no
3727,34.0,technician,single,secondary,475,yes,538.0,8,no
3728,53.0,technician,married,secondary,0,no,77.0,9,no
3729,42.0,entrepreneur,married,primary,149,no,94.0,2,no
3730,43.0,technician,married,secondary,3285,yes,1721.0,2,yes
3731,52.0,retired,married,secondary,424,no,143.0,1,no
3732,34.0,blue-collar,single,secondary,79,no,104.0,1,no
3733,34.0,technician,divorced,tertiary,674,yes,587.0,2,yes
3734,27.0,services,married,secondary,0,yes,1608.0,13,yes
3735,43.0,unemployed,married,tertiary,58,yes,48.0,4,no
3736,41.0,technician,married,tertiary,532,yes,74.0,1,no
3737,72.0,retired,married,secondary,4130,no,427.0,1,no
3738,35.0,blue-collar,married,primary,422,yes,73.0,1,no
3739,41.0,management,married,tertiary,437,yes,14.0,21,no
3740,36.0,blue-collar,divorced,primary,-308,yes,725.0,1,yes
3741,51.0,housemaid,married,primary,30,yes,333.0,2,no
3742,37.0,self-employed,married,tertiary,137,no,244.0,6,no
3743,42.0,admin.,single,secondary,-247,yes,519.0,1,yes
3744,26.0,admin.,single,secondary,321,yes,242.0,7,no
3745,23.0,services,single,secondary,250,yes,222.0,1,no
3746,50.0,management,married,tertiary,-470,yes,130.0,2,no
3747,37.0,blue-collar,married,secondary,140,yes,490.0,1,no
3748,35.0,management,married,tertiary,2793,no,258.0,2,no
3749,37.0,management,married,tertiary,410,no,337.0,2,no
3750,79.0,retired,divorced,unknown,2628,no,220.0,7,no
3751,39.0,technician,married,secondary,116,no,79.0,2,no
3752,47.0,services,married,secondary,0,yes,250.0,1,no
3753,44.0,blue-collar,married,secondary,878,yes,130.0,1,no
3754,36.0,management,single,tertiary,2944,no,882.0,8,yes
3755,33.0,blue-collar,single,secondary,3975,yes,515.0,1,no
3756,42.0,services,married,secondary,96,yes,238.0,3,no
3757,35.0,technician,single,tertiary,2288,no,32.0,2,no
3758,31.0,blue-collar,married,secondary,472,yes,907.0,2,no
3759,58.0,services,married,primary,65,no,162.0,1,no
3760,46.0,management,married,tertiary,0,no,70.0,2,no
3761,41.0,admin.,single,secondary,400,yes,99.0,6,no
3762,58.0,technician,married,secondary,7495,yes,325.0,1,no
3763,33.0,blue-collar,married,,137,no,305.0,12,no
3764,31.0,unemployed,married,secondary,24,yes,631.0,1,no
3765,55.0,technician,divorced,secondary,3450,no,169.0,1,yes
3766,38.0,technician,single,secondary,311,yes,61.0,2,no
3767,55.0,housemaid,married,secondary,139,no,256.0,2,no
3768,47.0,management,single,tertiary,0,no,58.0,3,no
3769,51.0,housemaid,married,primary,492,yes,142.0,3,no
3770,46.0,management,single,tertiary,334,yes,36.0,6,no
3771,61.0,management,married,tertiary,997,no,106.0,1,yes
3772,47.0,management,single,tertiary,440,no,71.0,4,no
3773,34.0,technician,married,secondary,47,no,132.0,6,no
3774,34.0,blue-collar,married,secondary,1298,yes,120.0,1,no
3775,41.0,management,divorced,tertiary,3355,no,181.0,2,no
3776,36.0,blue-collar,divorced,secondary,-11,no,152.0,2,no
3777,26.0,blue-collar,single,secondary,396,yes,302.0,1,no
3778,35.0,management,married,tertiary,8,no,93.0,3,yes
3779,36.0,blue-collar,married,secondary,1409,no,235.0,2,no
3780,26.0,management,single,tertiary,170,no,129.0,1,yes
3781,58.0,management,married,primary,2769,yes,94.0,2,no
3782,50.0,blue-collar,married,secondary,2320,yes,310.0,1,no
3783,61.0,retired,married,secondary,76,yes,195.0,7,no
3784,,technician,single,secondary,2034,yes,196.0,1,no
3785,49.0,blue-collar,single,primary,3018,yes,93.0,1,no
3786,74.0,retired,married,secondary,921,no,394.0,2,yes
3787,53.0,blue-collar,married,secondary,483,yes,288.0,3,no
3788,46.0,self-employed,married,secondary,390,yes,208.0,2,no
3789,47.0,management,married,tertiary,0,no,508.0,1,yes
3790,42.0,blue-collar,single,primary,92,no,86.0,2,no
3791,56.0,services,married,secondary,22196,yes,189.0,1,no
3792,42.0,technician,married,secondary,2,no,249.0,2,no
3793,49.0,housemaid,married,primary,249,yes,450.0,1,no
3794,43.0,unemployed,single,unknown,3274,yes,680.0,1,no
3795,39.0,services,married,secondary,5731,yes,175.0,2,no
3796,66.0,retired,married,primary,206,no,479.0,1,yes
3797,30.0,technician,single,tertiary,2325,no,270.0,3,no
3798,38.0,management,single,tertiary,0,no,164.0,1,no
3799,31.0,blue-collar,married,secondary,1664,yes,158.0,1,no
3800,32.0,technician,married,secondary,3333,no,50.0,4,no
3801,48.0,technician,married,secondary,7020,no,80.0,2,no
3802,34.0,admin.,married,tertiary,37,no,45.0,1,no
3803,28.0,student,single,secondary,28,no,220.0,2,no
3804,40.0,admin.,single,secondary,1670,yes,161.0,2,no
3805,36.0,entrepreneur,married,secondary,134,no,98.0,1,no
3806,52.0,retired,married,secondary,603,no,79.0,1,no
3807,46.0,admin.,married,primary,276,yes,157.0,2,no
3808,25.0,technician,single,secondary,2157,yes,339.0,1,no
3809,13.0,blue-collar,married,secondary,161,yes,274.0,2,no
3810,40.0,blue-collar,married,primary,3658,yes,977.0,1,no
3811,26.0,management,divorced,tertiary,-402,no,127.0,2,no
3812,26.0,blue-collar,single,primary,3342,yes,329.0,4,no
3813,35.0,self-employed,single,secondary,1732,no,1441.0,3,no
3814,40.0,admin.,single,secondary,263,yes,231.0,1,no
3815,31.0,management,married,tertiary,623,yes,96.0,2,no
3816,32.0,admin.,married,secondary,3540,yes,213.0,1,no
3817,33.0,admin.,married,secondary,95,yes,335.0,1,yes
3818,53.0,services,divorced,secondary,765,yes,959.0,3,yes
3819,46.0,technician,divorced,secondary,-824,yes,429.0,3,yes
3820,28.0,management,single,tertiary,5549,no,383.0,6,no
3821,31.0,blue-collar,married,secondary,191,yes,40.0,1,no
3822,44.0,blue-collar,married,primary,420,yes,110.0,2,no
3823,35.0,admin.,married,secondary,0,no,326.0,1,no
3824,50.0,technician,divorced,unknown,2706,yes,179.0,3,no
3825,32.0,technician,married,secondary,4,yes,132.0,8,no
3826,51.0,admin.,married,secondary,423,yes,95.0,1,no
3827,51.0,management,married,tertiary,-892,yes,248.0,2,no
3828,31.0,blue-collar,married,unknown,-120,yes,100.0,3,no
3829,41.0,admin.,divorced,secondary,-365,yes,226.0,10,no
3830,57.0,technician,married,tertiary,27069,no,174.0,3,no
3831,34.0,management,single,tertiary,8038,yes,29.0,3,no
3832,47.0,technician,married,secondary,-938,yes,176.0,2,no
3833,47.0,admin.,divorced,secondary,1139,yes,106.0,2,no
3834,36.0,self-employed,married,secondary,189,yes,136.0,1,no
3835,29.0,housemaid,single,tertiary,19,no,110.0,2,yes
3836,39.0,technician,married,secondary,3663,no,230.0,3,no
3837,53.0,blue-collar,single,unknown,0,no,140.0,7,no
3838,47.0,blue-collar,married,secondary,-614,yes,118.0,2,no
3839,51.0,technician,divorced,secondary,2323,yes,151.0,10,no
3840,48.0,blue-collar,married,secondary,425,yes,693.0,2,no
3841,32.0,technician,married,secondary,5122,no,31.0,1,no
3842,36.0,management,divorced,tertiary,608,no,125.0,2,no
3843,50.0,unknown,married,primary,341,yes,670.0,4,yes
3844,39.0,admin.,married,secondary,607,yes,454.0,2,yes
3845,31.0,blue-collar,married,secondary,1495,yes,159.0,3,no
3846,49.0,admin.,married,secondary,381,no,504.0,2,no
3847,33.0,unemployed,divorced,secondary,385,no,29.0,28,no
3848,26.0,management,single,tertiary,1274,yes,190.0,1,no
3849,27.0,blue-collar,married,secondary,362,yes,332.0,2,no
3850,51.0,blue-collar,married,primary,377,yes,143.0,4,no
3851,26.0,admin.,single,secondary,802,no,77.0,1,no
3852,45.0,admin.,married,secondary,194,no,517.0,4,no
3853,54.0,technician,married,secondary,-315,no,2029.0,1,yes
3854,49.0,technician,married,tertiary,1843,yes,269.0,1,no
3855,47.0,technician,married,secondary,-9,no,457.0,2,no
3856,42.0,housemaid,married,primary,83,no,184.0,1,no
3857,50.0,entrepreneur,married,tertiary,433,yes,47.0,4,no
3858,37.0,admin.,married,secondary,-107,yes,158.0,2,no
3859,54.0,blue-collar,married,primary,4503,no,168.0,3,no
3860,40.0,services,married,secondary,51,yes,50.0,1,no
3861,50.0,services,married,secondary,961,no,757.0,4,no
3862,57.0,retired,married,secondary,49,yes,93.0,4,no
3863,33.0,technician,married,secondary,3470,no,285.0,2,no
3864,49.0,technician,married,secondary,-147,yes,390.0,1,no
3865,35.0,services,married,secondary,0,yes,146.0,2,no
3866,28.0,blue-collar,single,secondary,0,yes,386.0,1,no
3867,58.0,management,married,tertiary,172,no,145.0,7,no
3868,31.0,admin.,single,secondary,-407,no,230.0,1,no
3869,36.0,management,divorced,tertiary,649,no,237.0,2,no
3870,49.0,blue-collar,single,primary,1040,no,474.0,2,no
3871,30.0,unemployed,married,secondary,142,yes,350.0,4,no
3872,29.0,services,single,secondary,209,yes,487.0,7,no
3873,50.0,management,married,unknown,3304,no,1009.0,2,no
3874,26.0,student,single,tertiary,294,no,87.0,1,yes
3875,27.0,housemaid,married,secondary,4848,yes,82.0,3,no
3876,32.0,blue-collar,single,secondary,1670,yes,183.0,1,no
3877,62.0,unknown,married,secondary,367,no,139.0,5,no
3878,34.0,blue-collar,single,secondary,13683,yes,115.0,3,no
3879,25.0,admin.,single,tertiary,1420,no,124.0,2,no
3880,34.0,management,single,tertiary,340,yes,633.0,28,no
3881,44.0,technician,single,secondary,1679,no,718.0,1,yes
3882,38.0,management,married,tertiary,1198,yes,63.0,1,no
